"","MacProtein","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","eggNOG_OGs","Preferred_name","ortho_gene"
"356","NP_001180992","HIST1H1B",5.08526118231447,-0.341443460385304,0.31903525278757,-1.0702374029263,0.284512462509595,0.440007533036705,FALSE,"3JE5M","HIST1H1B","HIST1H1B_3JE5M"
"359","NP_001180999","FAM43A",1296.22748914346,0.281448153075322,0.0654910459422861,4.29750585024016,1.72730703315244e-05,0.000148004553810357,TRUE,"3JBFZ","FAM43A","FAM43A_3JBFZ"
"360","NP_001181000","FAM174A",40.1212672244167,0.439114580250991,0.112583490376919,3.90034612340475,9.60552621968417e-05,0.000665618462655528,TRUE,"3JA93","FAM174A","FAM174A_3JA93"
"362","NP_001181005","XXYLT1",34.4439303674667,0.0732278753610569,0.105218517543905,0.695959960949844,0.486453904709961,0.634109535512554,FALSE,"3J4NG","XXYLT1","XXYLT1_3J4NG"
"366","NP_001181013","GIN1",62.1952752085358,0.126425750482748,0.100393823821387,1.25929808897084,0.207922683242463,0.351052902868684,FALSE,"3J6J2","GIN1","GIN1_3J6J2"
"374","NP_001181041","C7H15orf62",16.9130279136631,0.158645097404663,0.137583670137548,1.15308086523683,0.248877194736659,0.399535330999591,FALSE,"3J42C","C15orf62","C15orf62_3J42C"
"379","NP_001181059","YAE1",33.7952744761159,0.101359058621441,0.123661963336941,0.819646202327138,0.412417826827489,0.568791158836042,FALSE,"3JDNG","YAE1D1","YAE1D1_3JDNG"
"380","NP_001181060","DAD1",469.249853798794,0.211231280630783,0.0957005720084631,2.20721022035378,0.0272993760765878,0.0741818739743858,FALSE,"3JGVW","DAD1","DAD1_3JGVW"
"381","NP_001181061","TNFSF15",25.362456915227,-3.59599350501478,0.358633653722668,-10.0269271098456,1.16072822349331e-23,1.11104905552779e-21,TRUE,"3J4AR","TNFSF15","TNFSF15_3J4AR"
"386","NP_001181072","UBE2M",347.745277713403,0.256889723129572,0.0570706155198609,4.50126077648791,6.75515652605485e-06,6.55932399015524e-05,TRUE,"3J4S2","UBE2M","UBE2M_3J4S2"
"387","NP_001181075","MYCT1",12.3784146142104,0.119592247436433,0.240273388277928,0.497734053253119,0.618671502832915,0.743141791062448,FALSE,"3JCRE","MYCT1","MYCT1_3JCRE"
"388","NP_001181080","FAM83C",10.3166161200032,-0.244367405809987,0.322770104334606,-0.757094298785054,0.448993369455901,0.601671119012896,FALSE,"3JAN1","FAM83C","FAM83C_3JAN1"
"389","NP_001181091","GIPC3",22.7854229532432,-0.197829742146277,0.137280809584426,-1.44105897062483,0.149568023548631,0.274941583793569,FALSE,"3JEXB","GIPC3","GIPC3_3JEXB"
"392","NP_001181094","LPAR6",1122.39281117813,-0.145634139069425,0.0921527621835667,-1.58035565748234,0.114025440379657,0.222947427095476,FALSE,"3JCQR","LPAR6","LPAR6_3JCQR"
"393","NP_001181096","CYB5B",184.196803805338,0.174604032860011,0.0983808100278724,1.77477734540449,0.07593465840551,0.1642137501837,FALSE,"3JGJJ","CYB5B","CYB5B_3JGJJ"
"399","NP_001181110","CFAP20",162.332449887545,0.000346303362937714,0.0835075948715796,0.00414696846999689,0.996691207367399,0.997980479647083,FALSE,"3J72F","CFAP20","CFAP20_3J72F"
"404","NP_001181124","CLTRN",0.726911275236531,0.0623964163928154,0.801961292355885,0.0778047731075852,0.937983349570822,NA,FALSE,"3JDDB","TMEM27","TMEM27_3JDDB"
"411","NP_001181143","RNF40",1872.68599877654,-0.021468000472199,0.0321630314382357,-0.667474411217272,0.504469149303181,0.64961148391884,FALSE,"3J5DF","RNF40","RNF40_3J5DF"
"416","NP_001181158","C20H16orf72",1821.57391262403,0.523693465333513,0.0908751293984587,5.76278095888351,8.27391469947804e-09,1.58677917081619e-07,TRUE,"3JDZA","C16orf72","C16orf72_3JDZA"
"418","NP_001181162","TMUB1",369.673374019552,0.208222838186603,0.0599310419643043,3.47437373624546,0.000512047287792395,0.00277084483346352,TRUE,"3J7NW","TMUB1","TMUB1_3J7NW"
"419","NP_001181165","MED31",165.402751467762,0.246411964887433,0.0844711420549802,2.91711416340328,0.00353286438747609,0.0140641959913258,TRUE,"3JGMD","MED31","MED31_3JGMD"
"420","NP_001181166","RTP4",39.236857762398,0.150378148737314,0.16656655738367,0.902811171098005,0.36662612124556,0.524864231732607,FALSE,"3JEHR","RTP4","RTP4_3JEHR"
"421","NP_001181171","IL21",4.89211777103998,-0.0880598666403641,0.357042728746651,-0.246636773557849,0.805189342332861,0.878755592673702,FALSE,"3JGQC","IL21","IL21_3JGQC"
"422","NP_001181172","PTGER2",447.586444142328,-3.0515494333708,0.213351760893251,-14.3029024958347,2.09870533717189e-46,7.29029303978565e-44,TRUE,"3J7BT","PTGER2","PTGER2_3J7BT"
"424","NP_001181179","TMED1",108.777750772242,0.149184212572317,0.0751747246111408,1.98449962196746,0.047200170189521,0.113835393658647,FALSE,"3JC4D","TMED1","TMED1_3JC4D"
"425","NP_001181181","MRPS35",119.685461766491,0.355399762668125,0.0836111403952444,4.25062690196651,2.13173013721527e-05,0.00017746838795982,TRUE,"3J3ZJ","MRPS35","MRPS35_3J3ZJ"
"428","NP_001181189","C11H12orf10",114.425102317677,0.204241511504781,0.0779688309057521,2.61952768987477,0.00880516239724099,0.0297843226871964,TRUE,"3JB7F","C12orf10","C12orf10_3JB7F"
"431","NP_001181193","GABARAPL2",1669.9808680421,0.138622929626425,0.101571284851282,1.36478464193294,0.172320747244781,0.305832050548896,FALSE,"3JGQ4","GABARAPL2","GABARAPL2_3JGQ4"
"434","NP_001181198","RAB3D",202.238527221421,1.10078776129249,0.15639442521643,7.03853580310892,1.94270388172791e-12,6.40735275662697e-11,TRUE,"3J22S","RAB3D","RAB3D_3J22S"
"442","NP_001181210","CCDC65",32.0390953353861,-0.107281754438828,0.142139009758158,-0.754766440411836,0.450389133379012,0.602935776080544,FALSE,"3JBBM","CCDC65","CCDC65_3JBBM"
"445","NP_001181213","MFSD14B",481.207110246738,0.409880306340144,0.0658771472052526,6.22188913346665,4.9120409939048e-10,1.16766696341863e-08,TRUE,"3J6Y2","HIATL1","HIATL1_3J6Y2"
"448","NP_001181218","PAGR1",176.950420691677,0.399210633389536,0.0793699648695606,5.02974436294148,4.91134204788095e-07,6.41452842239005e-06,TRUE,"3JA10","PAGR1","PAGR1_3JA10"
"449","NP_001181220","C9H10orf88",161.489988453773,-0.121068611741281,0.0604681766929462,-2.00218723901765,0.0452645976216336,0.11034160700453,FALSE,"3J4J6","C10orf88","C10orf88_3J4J6"
"450","NP_001181222","RMI2",4.84815727750621,-0.435602334395743,0.248247703471855,-1.7547084154401,0.0793091958362448,0.169605587126067,FALSE,"3JGKB","RMI2","RMI2_3JGKB"
"451","NP_001181226","TFE3",1545.87800104357,-0.325770555923191,0.0642094262752213,-5.07356279009313,3.90435559367095e-07,5.23913435644182e-06,TRUE,"3J556","TFE3","TFE3_3J556"
"452","NP_001181232","NDUFS3",272.17286836495,0.199374052395105,0.0644979096564429,3.09117075975174,0.00199368944028576,0.00877182624625832,TRUE,"3J6NZ","NDUFS3","NDUFS3_3J6NZ"
"456","NP_001181237","TMEM198",5.38495209513918,0.0939072667159572,0.250374778869744,0.375066798420666,0.70761078861082,0.810569166445898,FALSE,"3JCKF","TMEM198","TMEM198_3JCKF"
"458","NP_001181241","C7H15orf61",56.245363072473,0.256297262640505,0.120440685813829,2.12799570932929,0.0333374393269438,0.0869235388358823,FALSE,"3J5HQ","C15orf61","C15orf61_3J5HQ"
"460","NP_001181243","NDUFS6",118.38097963753,0.178791694124662,0.0761202228689974,2.3488067610149,0.0188336782401068,0.0550965672720973,FALSE,"3JGZQ","NDUFS6","NDUFS6_3JGZQ"
"461","NP_001181245","MRPL51",286.332463913021,0.242335014330141,0.0633003142509204,3.82833825073178,0.000129011373379786,0.000853615345155282,TRUE,"3JGZK","MRPL51","MRPL51_3JGZK"
"467","NP_001181256","FAM78A",394.229282096424,0.379969945682758,0.0776051976824974,4.89619196947751,9.77116165789173e-07,1.18159185079177e-05,TRUE,"3JAY1","FAM78A","FAM78A_3JAY1"
"469","NP_001181266","CEBPE",29.6714187194543,0.559725129143552,0.142660301563771,3.92348202694179,8.7278279359457e-05,0.000613683415789953,TRUE,"3J5A8","CEBPE","CEBPE_3J5A8"
"471","NP_001181269","SPATA25",9.09480460408208,0.256942546154124,0.201672781766061,1.27405663721233,0.202643344673618,0.344407960024503,FALSE,"3J8IW","SPATA25","SPATA25_3J8IW"
"477","NP_001181279","UFSP1",16.588479291113,0.398976898921957,0.192722774100986,2.07021147751274,0.0384325449203082,0.0969115700677528,FALSE,"3JPWP","UFSP1","UFSP1_3JPWP"
"478","NP_001181280","SMDT1",839.805027506499,0.185024389057776,0.0712584437628142,2.59652581908236,0.0094171827860463,0.0315375315912112,TRUE,"3JHH0","SMDT1","SMDT1_3JHH0"
"481","NP_001181291","NUDT19",28.4557782068904,0.0699791169064473,0.120181008347604,0.582280993216866,0.560377425859388,0.696453841579643,FALSE,"3JEGN","NUDT19","NUDT19_3JEGN"
"488","NP_001181302","RRP7A",433.036443550032,0.0567146076668951,0.0974253549472321,0.582133959867153,0.560476452142783,0.696536719549862,FALSE,"3J8Q8","RRP7A","RRP7A_3J8Q8"
"489","NP_001181303","PPTC7",953.374914869146,0.011179840821309,0.0638923025346564,0.17497946353154,0.861095770349493,0.915777966817295,FALSE,"3J9U5","PPTC7","PPTC7_3J9U5"
"492","NP_001181306","KCTD11",294.839637522514,-0.000160831358376114,0.110585210785629,-0.0014543658888338,0.998839584320623,0.999442860412249,FALSE,"3J831","KCTD11","KCTD11_3J831"
"493","NP_001181308","TMEM213",31.4146467624367,0.0924326136698683,0.111666223788373,0.827758032232237,0.40780754653949,0.564493291973841,FALSE,"3JHG8","TMEM213","TMEM213_3JHG8"
"495","NP_001181312","SIAH2",476.792545814783,-0.465976547332053,0.0855519049828441,-5.44671153056728,5.13095752706181e-08,8.4548915271867e-07,TRUE,"3J74J","SIAH2","SIAH2_3J74J"
"496","NP_001181314","SMG8",253.686257627193,0.0554658434076016,0.0747398314740678,0.742118925259369,0.458015284336638,0.609771600343585,FALSE,"3J7KT","SMG8","SMG8_3J7KT"
"498","NP_001181322","TMEM256",49.4912246598944,-0.0142144720293574,0.102817261251526,-0.138249860542229,0.890042950380404,0.932793335112155,FALSE,"3JGXI","TMEM256","TMEM256_3JGXI"
"503","NP_001181335","WDR83OS",802.839104268886,0.128943334713566,0.0827656877902011,1.55793225618348,0.11924930781613,0.230980514653834,FALSE,"3JH2W","WDR83OS","WDR83OS_3JH2W"
"504","NP_001181342","TMEM74B",1.2651724805749,-0.133517835313225,0.533333693811852,-0.250345772004285,0.802319962177011,NA,FALSE,"3J8E4","TMEM74B","TMEM74B_3J8E4"
"507","NP_001181347","COMMD2",208.174985920426,0.24588993919871,0.0700299056788617,3.51121334257246,0.000446066256925526,0.00246711067678609,TRUE,"3J9A1","COMMD2","COMMD2_3J9A1"
"509","NP_001181349","SCG2",1.77490612674942,-2.12124783989614,0.755774981492006,-2.80671878779118,0.00500489122290394,0.0187494072478139,TRUE,"3J5E9","SCG2","SCG2_3J5E9"
"512","NP_001181352","FMC1",53.4327091420274,0.28327659168243,0.0842098332676049,3.36393721125446,0.000768390224399582,0.00393177007909095,TRUE,"3JGX1","C7orf55","C7orf55_3JGX1"
"514","NP_001181354","EGLN3",87.9673990671073,-0.0561358714343794,0.121013700275227,-0.463880298732348,0.642733508626281,0.762335657656268,FALSE,"3JDKJ","EGLN3","EGLN3_3JDKJ"
"515","NP_001181360","GDPD3",72.3982036713848,0.173203178663801,0.0760495606451021,2.27750400126678,0.0227561459615901,0.0641827024063338,FALSE,"3JF7H","GDPD3","GDPD3_3JF7H"
"519","NP_001181365","YWHAG",2208.60524150971,-0.0864790315208178,0.151215546201941,-0.571892465377397,0.567394828859154,0.701894453138404,FALSE,"3J6JB","YWHAG","YWHAG_3J6JB"
"523","NP_001181376","SUSD6",2112.12601794906,0.22823773394601,0.0769059999779384,2.9677493825122,0.00299988818692539,0.012271337489423,TRUE,"3J7SE","KIAA0247","KIAA0247_3J7SE"
"524","NP_001181378","SLX1A",226.421796592693,0.142973203403985,0.071550083723537,1.99822552208911,0.0456922157635198,0.111119382441162,FALSE,"3J86B","SLX1A","SLX1A_3J86B"
"525","NP_001181379","PABPC1L",184.133536938869,0.0662408230411946,0.0805763682265277,0.822087474269987,0.41102711381426,0.567563694955293,FALSE,"3J4QX","PABPC1L","PABPC1L_3J4QX"
"526","NP_001181381","TIMMDC1",141.955628393004,0.21370317525341,0.0706904420662048,3.02308443697759,0.00250212418301434,0.0105497745750939,TRUE,"3JAHN","TIMMDC1","TIMMDC1_3JAHN"
"527","NP_001181384","KLF1",339.345124226034,-0.310734530682326,0.153989077854694,-2.0178998082938,0.0436016970314695,0.107241653411608,FALSE,"3JEZK","KLF1","KLF1_3JEZK"
"529","NP_001181390","JUNB",13155.0668886228,-1.17081914770958,0.101098804072573,-11.5809396406817,5.14786699292885e-31,8.52843164820836e-29,TRUE,"3J2HC","JUNB","JUNB_3J2HC"
"530","NP_001181391","TLNRD1",400.744982554534,-0.215154296218325,0.068152523831198,-3.15695273077817,0.00159427187996787,0.00727608253419536,TRUE,"3J5MN","MESDC1","MESDC1_3J5MN"
"531","NP_001181392","DHRS13",87.0736432325519,0.443752818486242,0.149467828210031,2.96888516947395,0.00298882264012126,0.0122307188296203,TRUE,"3J5H6","DHRS13","DHRS13_3J5H6"
"538","NP_001181411","B4GAT1",21.1513737788944,0.370675600002837,0.118283515742175,3.13378916476247,0.00172564797306442,0.00775893118912076,TRUE,"3J594","B3GNT1","B3GNT1_3J594"
"540","NP_001181415","ASF1A",270.45860613876,0.373448519221953,0.0857734145597087,4.35389591447345,1.33739224471663e-05,0.000118132801968477,TRUE,"3JFFF","ASF1A","ASF1A_3JFFF"
"542","NP_001181421","NUS1",446.331683250206,0.0755608057794511,0.0653211722273018,1.15675826386762,0.247371137938007,0.397940857317811,FALSE,"3JA9G","NUS1","NUS1_3JA9G"
"548","NP_001181433","TM4SF20",6.73280195640889,-0.178259435216,0.239054920019725,-0.745684026086101,0.455858310918183,0.607914578467177,FALSE,"3J8J0","TM4SF20","TM4SF20_3J8J0"
"553","NP_001181444","NDUFB7",245.667838116829,0.229019390576328,0.0695750436388596,3.2916887808952,0.000995877521660005,0.00489339706045409,TRUE,"3JGNX","NDUFB7","NDUFB7_3JGNX"
"554","NP_001181447","IRF2BP1",215.920611749608,0.236056917481352,0.0768319118851802,3.07238114592439,0.00212358382170598,0.00922089209033903,TRUE,"3JAX3","IRF2BP1","IRF2BP1_3JAX3"
"556","NP_001181453","FITM1",18.3091767650925,-0.361579702490412,0.183693134110373,-1.96838985976011,0.0490231977322527,0.117338587414928,FALSE,"3JCTG","FITM1","FITM1_3JCTG"
"557","NP_001181457","MCCD1",6.35342187188717,-0.0954205167307672,0.287818701345532,-0.331529939801282,0.740244229763375,0.834562109428562,FALSE,"3JHEI","MCCD1","MCCD1_3JHEI"
"558","NP_001181458","HPS6",158.830984424276,0.688000993075194,0.103761877374986,6.63057579990408,3.34379907041592e-11,9.56379821773542e-10,TRUE,"3J79E","HPS6","HPS6_3J79E"
"564","NP_001181469","TMEM89",3.23369506961595,-0.0221304810469603,0.285650790932103,-0.0774739008239628,0.938246552982148,0.964247696038672,FALSE,"3JGQJ","TMEM89","TMEM89_3JGQJ"
"565","NP_001181471","DRAP1",493.03498272081,0.0853660755635603,0.0721741386967388,1.18277927669149,0.236896635676115,0.385671089466815,FALSE,"3J7K9","DRAP1","DRAP1_3J7K9"
"566","NP_001181473","DNAJC30",71.9144873785544,0.23701499911677,0.100726245022969,2.35306100274783,0.018619579176573,0.0545963072465424,FALSE,"3J7M4","DNAJC30","DNAJC30_3J7M4"
"571","NP_001181486","SRXN1",769.75868194532,-0.49675724437499,0.141299271055489,-3.51563911592942,0.000438696856984798,0.00243197276933889,TRUE,"3JGI0","SRXN1","SRXN1_3JGI0"
"572","NP_001181487","RTCB",226.622467483872,0.325371449939739,0.104510443034197,3.11329127016783,0.0018501332747112,0.00823101019158337,TRUE,"3J400","RTCB","RTCB_3J400"
"573","NP_001181491","CLDN3",1.01843313731063,0.643032891155796,0.656826506326009,0.978999606384084,0.327580173993252,NA,FALSE,"3J7VP","CLDN3","CLDN3_3J7VP"
"574","NP_001181492","NPB",8.11291355161875,-0.408254379610656,0.275722322189392,-1.48067220807109,0.138693943309972,0.259698246185562,FALSE,"3JHJJ","NPB","NPB_3JHJJ"
"582","NP_001181517","NAPA",907.089394127489,-0.174598353262136,0.0732641152718117,-2.38313603616684,0.0171658496114555,0.0511696751670473,FALSE,"3J5YF","NAPA","NAPA_3J5YF"
"585","NP_001181522","NECAP1",1151.66674268978,-0.974896756366456,0.0861710490980517,-11.3135068746482,1.12501276009011e-29,1.74312228878135e-27,TRUE,"3J5YU","NECAP1","NECAP1_3J5YU"
"588","NP_001181531","RCVRN",84.333986593855,-1.30349733618005,0.254533146742886,-5.12113000943161,3.03710157281849e-07,4.19833482501873e-06,TRUE,"3J5BD","RCVRN","RCVRN_3J5BD"
"589","NP_001181533","THG1L",113.0124937748,-0.103325696663058,0.0637126259506611,-1.6217460059341,0.104857743748695,0.209143825205183,FALSE,"3JANN","THG1L","THG1L_3JANN"
"593","NP_001181539","IRAK1BP1",13.6425226056339,0.352238656075727,0.160686070528295,2.19209203957541,0.0283728614352306,0.0764501835018842,FALSE,"3JEMH","IRAK1BP1","IRAK1BP1_3JEMH"
"595","NP_001181544","RNF121",204.728216753849,-0.0795353033843302,0.0549486231300954,-1.44744852288699,0.147771344030054,0.272455392207455,FALSE,"3J7CY","RNF121","RNF121_3J7CY"
"597","NP_001181548","CDC42EP2",124.650260963458,-1.6283604796135,0.153231948347653,-10.6267687461564,2.2373020383731e-26,2.72230361584415e-24,TRUE,"3JEH2","CDC42EP2","CDC42EP2_3JEH2"
"600","NP_001181558","TDRD7",411.905714664302,-0.464576036955252,0.103583414464613,-4.48504270067254,7.28993341278215e-06,7.01220615949482e-05,TRUE,"3J8M9","TDRD7","TDRD7_3J8M9"
"602","NP_001181562","CMA1",127.892549670501,0.510831243840282,0.114831619317396,4.44852425557406,8.64622865496568e-06,8.11858626217912e-05,TRUE,"3J2ES","CMA1","CMA1_3J2ES"
"603","NP_001181564","MPV17L2",87.2192650612184,0.0629734936215424,0.0962035718550329,0.654585816381493,0.512734458522283,0.656681852592436,FALSE,"3J625","MPV17L2","MPV17L2_3J625"
"605","NP_001181567","FAU",5348.99389210433,0.0512406777036797,0.073494034131088,0.697208668832684,0.48567221461658,0.633550725996202,FALSE,"3JGHY","FAU","FAU_3JGHY"
"613","NP_001181581","G2E3",234.729600264599,0.116410149708668,0.0575048417594819,2.02435388302713,0.0429337531965951,0.105922133540935,FALSE,"3J6EE","G2E3","G2E3_3J6EE"
"614","NP_001181587","IL20RB",11.0294006824442,0.161613271687697,0.225101007577958,0.71795889954747,0.472782629257775,0.622657584927823,FALSE,"3J9W7","IL20RB","IL20RB_3J9W7"
"616","NP_001181589","COPE",917.461759233593,0.167134496637931,0.0567196903314359,2.9466750551933,0.00321210549242081,0.0130035932312532,TRUE,"3JB7G","COPE","COPE_3JB7G"
"621","NP_001181596","MRPS26",226.978005757259,0.238475535960434,0.0690916724737513,3.45158146303425,0.000557311490597042,0.00298206647776111,TRUE,"3JF1F","MRPS26","MRPS26_3JF1F"
"624","NP_001181603","DDRGK1",196.966702011161,0.320579618602466,0.0693706161821964,4.62125949350787,3.81417331941001e-06,3.97993463082042e-05,TRUE,"3J2PG","DDRGK1","DDRGK1_3J2PG"
"625","NP_001181604","SPRYD4",78.1147232124169,-0.0418738893831959,0.0901471744686445,-0.464505844248737,0.642285373357528,0.76197532698034,FALSE,"3JDTN","SPRYD4","SPRYD4_3JDTN"
"626","NP_001181605","HEXIM1",3566.0056975261,-0.0116404381371607,0.090841169233541,-0.128140558244408,0.898037739763095,0.938247734611321,FALSE,"3J1S5","HEXIM1","HEXIM1_3J1S5"
"627","NP_001181608","NOSIP",423.106689296379,0.0929215338864454,0.059401550949891,1.56429474315966,0.117748366092647,0.228628431350283,FALSE,"3JA3D","NOSIP","NOSIP_3JA3D"
"633","NP_001181620","SLC25A42",354.130435291466,0.361204845782886,0.119509696977185,3.0223894371671,0.00250787677819435,0.010570030856763,TRUE,"3J8UP","SLC25A42","SLC25A42_3J8UP"
"642","NP_001181643","NUDT3",608.534038670221,0.226647205933959,0.058954651558371,3.84443296572715,0.000120831508184491,0.000808684957044559,TRUE,"3J9SS","NUDT3","NUDT3_3J9SS"
"649","NP_001181660","ZMYND19",60.0128815570806,0.177609310137681,0.0750482673064215,2.36660107571176,0.0179522715053596,0.0529858943964546,FALSE,"3J2JU","ZMYND19","ZMYND19_3J2JU"
"651","NP_001181672","NRN1",4.15925254121212,-0.157856079539099,0.264352844889799,-0.597141595373807,0.550412848892295,0.687561134887383,FALSE,"3JET1","NRN1","NRN1_3JET1"
"653","NP_001181684","HIGD1C",1.60739511318133,-1.81132226096469,0.429262449104529,-4.21961498086597,2.44719889478795e-05,NA,FALSE,"3JHF5","HIGD1C","HIGD1C_3JHF5"
"655","NP_001181690","GALNT4",516.397411559123,-0.129339941557042,0.0464833768441163,-2.7824988272859,0.00539420602454779,0.0199720536619402,TRUE,"3J29M","GALNT4","GALNT4_3J29M"
"656","NP_001181693","TMEM263",285.159528537537,0.169352694435724,0.076213170906064,2.22209222398657,0.0262770736805857,0.0720378482508622,FALSE,"3JH45","TMEM263","TMEM263_3JH45"
"660","NP_001181708","C13H2orf74",1.36641750490166,0.605785274257234,0.696507646569522,0.869746767664191,0.384438808102335,NA,FALSE,"3JGQE","C2orf74","C2orf74_3JGQE"
"661","NP_001181711","FAM89B",680.020302578659,-0.393978786974994,0.0592227118935975,-6.65249486857062,2.88165870046908e-11,8.27497112426702e-10,TRUE,"3JCI6","FAM89B","FAM89B_3JCI6"
"663","NP_001181717","HSPB2",3.10664829276947,-0.402793779230066,0.31308160481546,-1.28654565785647,0.19825269503793,0.338816719015387,FALSE,"3J9ZG","HSPB2","HSPB2_3J9ZG"
"664","NP_001181722","SURF4",812.114391857426,-0.131423342632595,0.0587222046461469,-2.23805191621358,0.0252176697682963,0.069656656893651,FALSE,"3JP59","SURF4","SURF4_3JP59"
